,Well,Sampling year,Sampling season,Label,Color,Marker,Size,Alpha,pH,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4
856,J28,2009,wet,C5,#FA8072,^,20,0.6,7.53,83.27,16.0,24.94,0.91,380.0,0,12.5,4.0
857,J28,2010,dry,C5,#FA8072,^,20,0.6,7.38,83.27,17.0,24.43,0.97,380.0,0,10.0,9.0
858,J28,2010,wet,C5,#FA8072,^,20,0.6,8.1,79.15,18.0,24.53,0.7,370.0,0,12.5,1.0
859,J28,2011,dry,C4,#0082c8,s,20,0.6,7.39,85.75,17.5,22.89,0.66,387.5,0,2.5,4.0
860,J28,2011,wet,C5,#FA8072,^,20,0.6,7.79,76.27,20.77,26.03,1.07,380.55,0,4.19,4.0
861,J28,2012,dry,C5,#FA8072,^,20,0.6,7.5,81.47,22.33,26.73,1.45,409.13,0,8.4,15.0
862,J28,2012,wet,C5,#FA8072,^,20,0.6,7.79,65.8,17.1,28.22,1.0,354.7,0,8.4,10.0
863,J28,2013,dry,C5,#FA8072,^,20,0.6,7.6,82.56,17.99,26.62,1.3,418.6,0,10.25,1.0
864,J28,2013,wet,C5,#FA8072,^,20,0.6,7.44,88.98,14.1,24.47,1.92,400.91,0,7.21,12.79
865,J28,2014,dry,C5,#FA8072,^,20,0.6,7.41,82.15,19.35,26.79,1.11,418.24,0,9.73,6.0
866,J28,2014,wet,C5,#FA8072,^,20,0.6,7.7,85.77,17.99,25.9,1.23,400.72,0,9.73,4.0
867,J29,1992,dry,C5,#FA8072,^,20,0.6,7.8,91.5,22.5,40.2,0.8,442.5,0,12.5,42.5
868,J29,1992,wet,C5,#FA8072,^,20,0.6,7.3,90.7,24.5,36.0,1.0,452.5,0,7.5,40.0
869,J29,1995,dry,C5,#FA8072,^,20,0.6,7.7,86.6,22.0,44.2,0.9,430.0,0,11.2,35.0
870,J29,1995,wet,C5,#FA8072,^,20,0.6,7.5,99.8,25.0,34.4,0.7,477.7,0,11.3,5.0
871,J29,1996,dry,C5,#FA8072,^,20,0.6,7.0,96.47,25.5,36.4,0.9,470.02,0,11.25,40.0
872,J29,1996,wet,C5,#FA8072,^,20,0.6,7.6,60.19,20.5,37.2,0.8,340.02,0,10.0,30.0
873,J29,1997,dry,C2,#008080,^,20,0.6,6.96,98.12,21.0,40.0,0.85,455.02,0,8.75,17.0
874,J29,1997,wet,C5,#FA8072,^,20,0.6,7.42,92.34,29.0,34.3,0.79,460.02,0,7.5,24.0
875,J29,1998,dry,C5,#FA8072,^,20,0.6,6.88,98.12,23.5,35.4,1.3,472.52,0,10.0,19.0
876,J29,1998,wet,C5,#FA8072,^,20,0.6,7.31,79.15,33.5,34.0,0.4,442.52,0,13.75,20.0
877,J29,1999,dry,C5,#FA8072,^,20,0.6,7.74,98.12,23.0,36.0,1.1,462.52,0,8.75,30.0
878,J29,1999,wet,C5,#FA8072,^,20,0.6,7.31,98.94,23.0,42.2,0.8,455.02,0,8.75,45.0
879,J29,2000,dry,C5,#FA8072,^,20,0.6,7.41,100.59,23.0,35.62,0.78,460.02,0,7.5,22.0
880,J29,2000,wet,C5,#FA8072,^,20,0.6,8.02,85.75,25.0,35.5,0.8,390.02,0,10.0,45.0
881,J29,2001,dry,C5,#FA8072,^,20,0.6,7.31,101.41,25.0,35.71,0.83,462.52,0,7.5,40.0
882,J29,2001,wet,C5,#FA8072,^,20,0.6,6.97,105.54,21.5,35.71,0.9,455.02,0,7.5,42.0
883,J29,2002,dry,C5,#FA8072,^,20,0.6,7.5,83.27,23.5,36.088,1.73,402.52,0,11.25,40.0
884,J29,2002,wet,C5,#FA8072,^,20,0.6,7.9,70.08,24.0,31.48,1.34,382.52,0,8.75,16.0
885,J29,2003,dry,C5,#FA8072,^,20,0.6,8.16,100.59,25.0,42.02,0.86,455.02,0,7.5,52.0
886,J29,2003,wet,C5,#FA8072,^,20,0.6,8.26,79.98,28.8,37.99,0.83,422.52,0,10.0,32.0
887,J29,2004,dry,C5,#FA8072,^,20,0.6,7.88,80.8,23.5,37.53,0.95,382.52,0,7.5,40.0
888,J29,2004,wet,C5,#FA8072,^,20,0.6,8.18,105.54,25.0,37.07,0.84,437.52,0,8.75,70.0
889,J29,2005,dry,C5,#FA8072,^,20,0.6,7.93,106.36,26.5,34.26,0.82,462.5,0,7.5,56.0
890,J29,2005,wet,C5,#FA8072,^,20,0.6,7.78,101.41,22.0,36.74,0.77,475.0,0,8.75,22.0
891,J29,2006,dry,C5,#FA8072,^,20,0.6,7.59,99.76,27.0,33.44,0.71,457.5,0,6.25,55.0
892,J29,2006,wet,C5,#FA8072,^,20,0.6,7.52,96.47,31.5,34.75,0.84,442.5,0,8.75,56.0
893,J29,2007,dry,C5,#FA8072,^,20,0.6,7.98,113.78,24.0,35.76,0.8,450.0,0,10.0,90.0
894,J29,2007,wet,C5,#FA8072,^,20,0.6,7.15,100.59,29.5,35.87,0.72,435.0,0,10.0,77.0
895,J29,2008,dry,C5,#FA8072,^,20,0.6,7.03,112.96,25.0,36.87,0.94,450.0,0,6.25,80.0
896,J29,2008,wet,C5,#FA8072,^,20,0.6,8.35,102.24,25.5,36.59,0.86,422.5,0,10.0,45.0
897,J29,2009,dry,C5,#FA8072,^,20,0.6,7.34,84.1,16.5,28.18,1.12,387.5,0,12.5,10.0
898,J29,2009,wet,C5,#FA8072,^,20,0.6,8.41,112.96,28.5,40.2,1.08,440.0,0,13.75,80.0
899,J29,2010,dry,C5,#FA8072,^,20,0.6,7.04,116.25,27.0,36.05,1.17,460.0,0,7.5,94.0
900,J29,2010,wet,C5,#FA8072,^,20,0.6,7.24,124.5,28.5,36.67,0.8,452.5,0,13.75,100.0
901,J29,2011,dry,C5,#FA8072,^,20,0.6,7.39,114.61,29.0,33.56,0.78,467.5,0,6.25,70.0
902,J29,2011,wet,C5,#FA8072,^,20,0.6,7.92,114.4,28.32,38.85,1.19,418.6,0,13.97,110.0
903,J29,2012,dry,C5,#FA8072,^,20,0.6,7.81,115.93,32.31,39.44,1.68,481.33,0,8.4,100.0
904,J29,2012,wet,C5,#FA8072,^,20,0.6,7.73,103.4,27.56,43.28,1.29,449.28,0,11.2,90.0
905,J29,2013,dry,C5,#FA8072,^,20,0.6,7.28,121.04,29.17,40.1,1.61,495.24,0,10.25,116.0
906,J29,2013,wet,C5,#FA8072,^,20,0.6,7.6,126.65,30.14,35.24,2.09,470.49,0,7.17,102.45
907,J29,2014,dry,C5,#FA8072,^,20,0.6,7.15,111.66,27.57,37.98,1.14,511.87,0,11.12,50.0
908,J29,2014,wet,C5,#FA8072,^,20,0.6,7.74,83.37,21.39,31.14,1.48,437.15,0,11.12,4.0
909,J3,1992,dry,C5,#FA8072,^,20,0.6,7.2,82.4,18.5,40.4,0.8,380.0,0,30.0,15.0
910,J3,1992,wet,C5,#FA8072,^,20,0.6,7.5,81.6,18.5,32.6,1.0,347.5,0,33.8,17.5
911,J3,1993,dry,C5,#FA8072,^,20,0.6,7.0,82.4,18.5,34.4,0.8,377.5,0,31.2,12.5
912,J3,1993,wet,C5,#FA8072,^,20,0.6,7.5,82.4,18.0,34.0,1.3,355.0,0,33.8,7.5
913,J3,1994,dry,C5,#FA8072,^,20,0.6,7.1,80.8,18.0,39.2,1.3,375.0,0,30.0,2.5
914,J3,1994,wet,C5,#FA8072,^,20,0.6,7.1,81.6,19.5,34.4,1.0,362.5,0,30.0,10.0
915,J3,1995,dry,C5,#FA8072,^,20,0.6,7.1,81.6,18.5,34.7,0.8,370.0,0,26.2,25.0
916,J3,1995,wet,C5,#FA8072,^,20,0.6,7.6,84.9,19.5,34.0,0.8,362.7,0,32.5,15.0
917,J3,1996,dry,C5,#FA8072,^,20,0.6,7.0,84.92,19.5,33.0,0.8,372.52,0,28.75,18.0
918,J3,1996,wet,C5,#FA8072,^,20,0.6,7.1,85.75,17.0,32.3,1.15,362.52,0,36.25,12.0
919,J3,1997,dry,C2,#008080,^,20,0.6,7.31,83.27,18.5,35.0,0.82,370.02,0,33.75,6.0
920,J3,1997,wet,C5,#FA8072,^,20,0.6,7.7,82.45,18.0,31.4,0.75,362.52,0,32.5,6.0
921,J3,1998,dry,C5,#FA8072,^,20,0.6,7.36,84.1,18.5,32.7,1.3,365.02,0,30.0,8.0
922,J3,1998,wet,C5,#FA8072,^,20,0.6,7.12,80.8,18.5,30.0,0.8,357.52,0,35.0,8.0
923,J3,1999,dry,C5,#FA8072,^,20,0.6,7.2,84.1,16.0,32.0,1.0,362.52,0,32.5,6.0
924,J3,1999,wet,C5,#FA8072,^,20,0.6,8.02,76.68,16.0,34.5,0.8,310.02,0,31.25,14.0
925,J3,2000,dry,C5,#FA8072,^,20,0.6,8.23,77.5,17.5,31.88,0.78,337.52,0,32.5,6.0
926,J3,2000,wet,C5,#FA8072,^,20,0.6,7.67,79.98,18.0,32.22,0.89,362.52,0,37.5,5.0
927,J3,2001,dry,C5,#FA8072,^,20,0.6,7.12,81.63,19.0,32.86,0.83,350.02,0,33.75,9.0
928,J3,2001,wet,C5,#FA8072,^,20,0.6,8.18,79.15,16.5,32.86,0.8,282.51,0,41.25,6.0
929,J3,2002,dry,C5,#FA8072,^,20,0.6,7.71,54.42,17.0,35.446,1.116,270.005,0,36.25,14.0
930,J3,2002,wet,C5,#FA8072,^,20,0.6,7.7,61.84,17.5,31.43,1.31,290.005,0,35.0,10.0
931,J3,2003,dry,C5,#FA8072,^,20,0.6,7.97,79.15,19.0,33.82,0.95,347.52,0,33.75,15.0
932,J3,2003,wet,C5,#FA8072,^,20,0.6,8.22,75.03,18.5,34.46,0.75,302.52,0,32.5,5.6
933,J3,2004,dry,C5,#FA8072,^,20,0.6,8.31,73.38,20.0,33.53,0.67,330.02,0,27.5,4.0
934,J3,2004,wet,C5,#FA8072,^,20,0.6,8.15,80.8,17.5,32.02,0.75,347.52,0,31.25,8.6
935,J3,2005,dry,C5,#FA8072,^,20,0.6,7.76,80.8,17.5,32.92,0.75,357.5,0,32.5,10.0
936,J3,2005,wet,C5,#FA8072,^,20,0.6,8.29,78.33,19.0,30.18,0.73,325.0,0,33.75,4.0
937,J3,2006,dry,C5,#FA8072,^,20,0.6,8.39,82.45,17.5,31.06,0.62,340.0,0,35.0,26.0
938,J3,2006,wet,C5,#FA8072,^,20,0.6,8.43,76.68,22.5,30.75,0.64,320.0,0,45.0,12.0
939,J3,2007,dry,C5,#FA8072,^,20,0.6,8.23,80.8,18.5,30.83,0.74,342.5,0,27.5,11.0
940,J3,2007,wet,C5,#FA8072,^,20,0.6,7.85,76.68,18.0,30.46,0.7,327.5,0,35.0,8.0
941,J3,2008,dry,C5,#FA8072,^,20,0.6,7.24,83.27,18.0,29.99,0.9,350.0,0,30.0,14.0
942,J3,2008,wet,C5,#FA8072,^,20,0.6,8.25,81.63,17.5,31.08,0.87,337.5,0,31.25,22.0
943,J3,2009,dry,C5,#FA8072,^,20,0.6,7.48,83.27,17.0,30.44,0.63,365.0,0,25.0,14.0
944,J3,2009,wet,C5,#FA8072,^,20,0.6,8.23,67.61,18.5,31.23,0.71,317.5,0,23.75,18.0
945,J3,2010,dry,C5,#FA8072,^,20,0.6,7.52,80.8,18.5,28.71,1.12,355.0,0,27.5,14.0
946,J3,2010,wet,C5,#FA8072,^,20,0.6,7.38,84.92,17.5,28.85,0.72,352.5,0,31.25,10.0
947,J3,2011,dry,C5,#FA8072,^,20,0.6,7.68,84.92,17.5,27.61,0.66,352.5,0,30.0,15.0
948,J3,2011,wet,C5,#FA8072,^,20,0.6,8.11,68.49,18.88,31.21,1.1,329.81,0,29.33,11.0
949,J3,2012,dry,C5,#FA8072,^,20,0.6,7.8,76.77,27.56,32.58,1.41,373.03,0,30.79,5.0
950,J3,2012,wet,C5,#FA8072,^,20,0.6,7.77,86.17,17.1,51.88,1.0,401.99,0,33.59,40.0
951,J3,2013,dry,C5,#FA8072,^,20,0.6,7.38,82.56,18.96,30.22,1.37,377.33,0,32.23,6.0
952,J3,2013,wet,C5,#FA8072,^,20,0.6,7.94,86.57,17.5,29.46,1.82,358.75,0,29.13,16.23
953,J3,2014,dry,C5,#FA8072,^,20,0.6,7.43,80.56,20.8,33.91,1.47,387.03,0,29.18,10.0
954,J3,2014,wet,C5,#FA8072,^,20,0.6,7.82,52.91,15.56,28.44,0.71,267.15,0,16.68,2.0
955,J4,1992,dry,C2,#008080,^,20,0.6,7.2,94.0,22.0,22.1,1.0,455.0,0,1.2,0.0075
956,J4,1992,wet,C4,#0082c8,s,20,0.6,7.7,74.2,20.0,21.0,1.0,385.0,0,1.2,2.5
957,J4,1993,dry,C4,#0082c8,s,20,0.6,7.3,75.8,18.0,22.5,0.7,382.5,0,1.2,2.5
958,J4,1993,wet,C4,#0082c8,s,20,0.6,7.3,79.2,16.5,22.8,1.0,387.5,0,2.5,2.5
959,J4,1994,wet,C4,#0082c8,s,20,0.6,7.5,75.0,20.5,22.6,0.8,380.0,0,2.5,2.5
960,J4,1995,dry,C4,#0082c8,s,20,0.6,7.3,78.3,16.5,22.2,0.7,380.0,0,1.2,2.5
961,J4,1995,wet,C4,#0082c8,s,20,0.6,7.3,79.2,16.5,18.0,1.7,375.2,0,3.8,2.5
962,J4,1996,dry,C4,#0082c8,s,20,0.6,7.3,78.33,16.5,20.0,1.1,385.02,0,1.25,1.0
963,J4,1996,wet,C4,#0082c8,s,20,0.6,7.3,75.03,19.5,19.2,1.2,375.02,0,1.25,1.0
964,J4,1997,dry,C2,#008080,^,20,0.6,7.22,79.15,17.5,22.5,0.85,377.52,0,1.25,0.5
965,J4,1997,wet,C4,#0082c8,s,20,0.6,7.56,77.5,16.5,19.6,0.7,375.02,0,2.5,0.8
966,J4,1998,dry,C4,#0082c8,s,20,0.6,7.12,78.33,18.5,21.9,1.1,382.52,0,1.25,1.0
967,J4,1998,wet,C4,#0082c8,s,20,0.6,7.52,77.5,17.5,20.0,0.8,372.52,0,2.5,3.2
968,J4,1999,dry,C4,#0082c8,s,20,0.6,7.22,75.85,18.0,21.4,1.0,375.02,0,2.5,0.4
969,J4,1999,wet,C4,#0082c8,s,20,0.6,7.68,77.5,16.5,21.1,0.5,377.52,0,3.75,1.0
970,J4,2000,dry,C4,#0082c8,s,20,0.6,7.41,79.98,18.0,18.75,0.81,377.52,0,1.25,1.0
971,J4,2000,wet,C4,#0082c8,s,20,0.6,7.38,75.85,17.5,22.22,0.89,385.02,0,2.5,0.5
972,J4,2001,wet,C4,#0082c8,s,20,0.6,8.31,74.21,18.5,20.77,0.91,345.02,0,5.0,1.0
973,J4,2002,dry,C4,#0082c8,s,20,0.6,7.55,61.01,18.5,20.605,1.595,325.02,0,7.5,0.2
974,J4,2002,wet,C4,#0082c8,s,20,0.6,7.7,78.33,17.5,18.62,1.11,375.02,0,2.5,0.4
975,J4,2003,dry,C4,#0082c8,s,20,0.6,7.67,77.5,18.5,20.18,0.87,370.02,0,5.0,0.6
976,J4,2003,wet,C4,#0082c8,s,20,0.6,7.69,71.73,17.0,22.0,0.82,350.02,0,2.5,1.0
977,J4,2004,dry,C4,#0082c8,s,20,0.6,8.38,79.15,20.0,20.48,0.74,347.52,0,1.25,3.0
978,J4,2004,wet,C4,#0082c8,s,20,0.6,8.14,64.31,17.0,20.82,0.82,330.02,0,1.25,1.0
979,J4,2005,dry,C4,#0082c8,s,20,0.6,8.6,79.15,17.5,20.34,0.82,380.0,0,1.25,1.0
980,J4,2005,wet,C4,#0082c8,s,20,0.6,7.86,78.33,17.0,19.98,0.79,375.0,0,3.75,1.0
981,J4,2006,dry,C4,#0082c8,s,20,0.6,8.34,86.57,13.5,19.96,0.71,350.0,0,1.25,2.0
982,J4,2006,wet,C4,#0082c8,s,20,0.6,7.78,60.19,19.5,20.98,0.82,325.0,0,2.5,1.0
983,J4,2007,dry,C4,#0082c8,s,20,0.6,8.25,74.2,18.0,20.46,0.83,355.0,0,1.25,1.0
984,J4,2007,wet,C4,#0082c8,s,20,0.6,7.98,74.2,19.5,19.46,0.68,372.5,0,1.25,1.0
985,J4,2008,dry,C4,#0082c8,s,20,0.6,8.28,84.92,19.0,20.84,0.91,372.5,0,17.5,1.0
986,J4,2008,wet,C4,#0082c8,s,20,0.6,7.78,59.36,18.5,20.6,0.81,325.0,0,5.0,1.0
987,J4,2009,dry,C4,#0082c8,s,20,0.6,7.6,66.78,19.0,23.28,0.85,365.0,0,1.25,2.0
988,J4,2009,wet,C4,#0082c8,s,20,0.6,8.35,65.96,18.0,21.21,0.94,337.5,0,3.75,1.0
989,J4,2010,dry,C4,#0082c8,s,20,0.6,7.41,79.98,17.5,19.02,0.97,377.5,0,2.5,1.0
990,J4,2010,wet,C4,#0082c8,s,20,0.6,7.79,82.45,17.0,17.47,0.79,377.5,0,1.25,1.0
991,J4,2011,dry,C4,#0082c8,s,20,0.6,7.48,79.15,21.0,18.62,0.77,382.5,0,1.25,1.0
992,J4,2011,wet,C4,#0082c8,s,20,0.6,7.9,71.6,18.88,20.53,1.22,374.2,0,1.4,1.0
993,J4,2012,dry,C2,#008080,^,20,0.6,7.8,76.77,28.51,21.73,1.48,409.13,0,2.8,1.0
994,J4,2012,wet,C4,#0082c8,s,20,0.6,7.85,65.8,16.63,23.84,1.17,342.87,0,4.2,1.0
995,J4,2013,dry,C4,#0082c8,s,20,0.6,7.65,81.76,18.48,20.04,1.44,412.7,0,2.93,1.0
996,J4,2013,wet,C2,#008080,^,20,0.6,7.86,81.76,16.04,18.9,1.94,388.15,0,1.13,0.0075
997,J4,2014,dry,C4,#0082c8,s,20,0.6,7.45,78.16,19.35,21.7,1.18,411.99,0,1.39,1.0
998,J4,2014,wet,C4,#0082c8,s,20,0.6,7.8,70.54,17.02,21.03,1.38,352.15,0,4.17,1.0
999,J5,1998,wet,C3,#3cb44b,o,20,0.6,6.44,36.28,7.5,27.5,0.44,170.005,0,21.25,8.0
1000,J5,2000,dry,C5,#FA8072,^,20,0.6,6.97,61.84,18.5,31.76,0.62,315.02,0,17.5,20.0
1001,J5,2000,wet,C5,#FA8072,^,20,0.6,7.66,64.31,17.5,32.22,0.72,322.52,0,21.25,5.4
1002,J5,2001,dry,C5,#FA8072,^,20,0.6,7.29,64.31,20.0,32.86,0.67,320.02,0,16.25,16.8
1003,J5,2001,wet,C5,#FA8072,^,20,0.6,7.34,67.61,17.0,30.0,0.67,322.52,0,20.0,16.0
1004,J5,2002,dry,C5,#FA8072,^,20,0.6,7.4,65.14,17.0,31.871,1.434,317.52,0,22.5,9.8
1005,J5,2002,wet,C5,#FA8072,^,20,0.6,7.2,64.31,18.5,34.2,1.06,322.52,0,20.0,11.0
1006,J5,2003,dry,C5,#FA8072,^,20,0.6,7.35,65.14,19.5,31.1,0.69,317.52,0,20.0,22.0
1007,J5,2003,wet,C5,#FA8072,^,20,0.6,7.96,65.96,18.5,33.6,0.64,330.02,0,18.75,7.6
1008,J5,2004,dry,C5,#FA8072,^,20,0.6,8.2,64.28,18.5,32.28,0.57,312.52,0,17.5,16.8
1009,J5,2004,wet,C5,#FA8072,^,20,0.6,7.44,64.31,18.0,32.01,0.66,315.02,0,22.5,21.0
1010,J5,2005,dry,C5,#FA8072,^,20,0.6,7.42,65.14,19.0,31.27,0.63,325.0,0,20.0,4.0
1011,J5,2005,wet,C5,#FA8072,^,20,0.6,7.92,65.14,18.5,31.46,0.62,320.0,0,21.25,20.0
1012,J5,2006,dry,C5,#FA8072,^,20,0.6,7.83,67.61,27.5,31.6,0.53,335.0,0,16.25,35.0
1013,J5,2006,wet,C5,#FA8072,^,20,0.6,7.95,66.78,22.5,32.44,0.67,337.5,0,26.25,28.0
1014,J5,2007,dry,C5,#FA8072,^,20,0.6,7.96,63.49,18.5,31.78,0.58,317.5,0,17.5,13.0
1015,J5,2007,wet,C5,#FA8072,^,20,0.6,8.29,66.78,18.0,31.59,0.52,307.5,0,21.25,11.0
1016,J5,2008,dry,C5,#FA8072,^,20,0.6,7.42,65.14,18.5,30.27,0.68,317.5,0,20.0,14.0
1017,J5,2008,wet,C5,#FA8072,^,20,0.6,7.51,63.49,19.0,31.47,0.62,322.5,0,21.25,11.2
1018,J5,2009,dry,C5,#FA8072,^,20,0.6,7.08,65.96,19.0,31.84,0.5,322.5,0,17.5,20.0
1019,J5,2009,wet,C2,#008080,^,20,0.6,7.47,142.64,39.0,19.54,1.04,657.5,0,16.25,1.0
1020,J5,2010,dry,C5,#FA8072,^,20,0.6,8.23,65.96,19.0,30.22,0.88,317.5,0,21.25,24.0
1021,J5,2010,wet,C5,#FA8072,^,20,0.6,8.14,68.43,19.0,27.45,0.57,302.5,0,22.5,1.0
1022,J5,2011,dry,C5,#FA8072,^,20,0.6,7.7,67.61,17.5,29.64,0.65,322.5,0,17.5,10.0
1023,J5,2011,wet,C5,#FA8072,^,20,0.6,8.18,59.93,19.35,33.02,1.03,317.12,0,19.55,10.0
1024,J5,2012,dry,C5,#FA8072,^,20,0.6,7.74,64.23,24.23,35.91,1.1,367.01,0,12.6,15.0
1025,J5,2012,wet,C5,#FA8072,^,20,0.6,7.68,70.5,17.58,45.18,0.87,354.7,0,11.2,30.0
1026,J5,2013,dry,C5,#FA8072,^,20,0.6,7.58,57.72,16.04,34.91,1.13,271.2,0,43.94,9.6
1027,J5,2013,wet,C5,#FA8072,^,20,0.6,7.88,62.52,22.37,30.005,1.42,259.41,0,38.26,24.08
1028,J5,2014,dry,C5,#FA8072,^,20,0.6,7.53,51.05,17.42,35.11,0.91,268.42,0,34.76,18.0
1029,J5,2014,wet,C5,#FA8072,^,20,0.6,7.46,53.71,17.02,33.86,1.07,255.0,0,36.15,6.4
1030,J6,1992,dry,C5,#FA8072,^,20,0.6,7.5,70.9,15.5,37.6,0.6,350.0,0,21.2,15.0
1031,J6,1992,wet,C5,#FA8072,^,20,0.6,7.4,69.2,16.0,35.6,0.7,350.0,0,20.0,17.5
1032,J6,1993,dry,C5,#FA8072,^,20,0.6,7.3,66.0,18.5,38.0,0.8,347.5,0,18.8,10.0
1033,J6,1993,wet,C5,#FA8072,^,20,0.6,7.3,68.4,17.5,37.0,0.8,350.0,0,20.0,7.5
1034,J6,1994,dry,C5,#FA8072,^,20,0.6,7.1,66.0,20.0,38.4,0.7,345.0,0,17.5,10.0
1035,J6,1994,wet,C5,#FA8072,^,20,0.6,7.5,66.8,17.5,35.3,0.7,342.5,0,18.8,10.0
1036,J6,1995,dry,C5,#FA8072,^,20,0.6,7.7,66.8,18.0,39.7,0.8,340.0,0,23.8,20.0
1037,J6,1995,wet,C5,#FA8072,^,20,0.6,7.5,68.4,17.0,30.4,1.7,340.2,0,11.3,17.5
1038,J6,1996,dry,C5,#FA8072,^,20,0.6,7.2,69.26,17.5,33.5,1.0,345.02,0,20.0,10.0
1039,J6,1996,wet,C5,#FA8072,^,20,0.6,7.3,69.26,16.5,36.3,0.6,335.02,0,21.25,12.0
1040,J6,1997,dry,C5,#FA8072,^,20,0.6,7.27,68.43,17.0,35.91,0.57,335.02,0,21.25,10.0
1041,J6,1997,wet,C5,#FA8072,^,20,0.6,7.51,68.43,17.0,33.3,0.7,340.02,0,22.5,8.0
1042,J6,1998,dry,C5,#FA8072,^,20,0.6,7.17,67.61,18.0,34.6,1.1,347.52,0,22.5,10.0
1043,J6,1998,wet,C5,#FA8072,^,20,0.6,6.98,67.61,17.0,33.6,0.67,327.52,0,21.25,4.8
1044,J6,1999,dry,C5,#FA8072,^,20,0.6,7.14,69.26,18.0,34.0,1.0,347.52,0,21.25,10.0
1045,J6,1999,wet,C5,#FA8072,^,20,0.6,7.29,68.43,17.5,36.0,0.6,340.02,0,21.25,10.0
1046,J6,2000,dry,C5,#FA8072,^,20,0.6,7.18,65.96,17.5,35.29,0.62,335.02,0,20.0,17.2
1047,J6,2000,wet,C5,#FA8072,^,20,0.6,7.13,70.08,16.5,37.5,0.7,347.52,0,21.25,9.0
1048,J6,2001,dry,C4,#0082c8,s,20,0.6,7.31,67.61,18.0,37.14,0.92,365.02,0,12.5,1.6
1049,J6,2001,wet,C4,#0082c8,s,20,0.6,7.47,70.08,17.5,33.33,0.83,355.02,0,16.25,2.0
1050,J6,2002,dry,C5,#FA8072,^,20,0.6,7.04,61.01,17.0,33.237,1.337,337.52,0,15.0,4.4
1051,J6,2002,wet,C5,#FA8072,^,20,0.6,7.7,70.08,27.0,36.05,0.9,315.02,0,37.5,58.0
1052,J6,2003,dry,C5,#FA8072,^,20,0.6,7.24,87.4,23.5,35.9,0.63,342.52,0,50.0,40.0
1053,J6,2003,wet,C5,#FA8072,^,20,0.6,8.23,83.27,24.5,38.69,0.55,307.52,0,50.0,35.0
1054,J6,2004,dry,C5,#FA8072,^,20,0.6,8.14,84.1,25.0,35.9,0.51,330.02,0,50.0,35.0
1055,J6,2004,wet,C5,#FA8072,^,20,0.6,7.32,89.87,23.0,36.64,0.63,337.52,0,55.0,42.0
1056,J6,2005,dry,C5,#FA8072,^,20,0.6,7.59,98.94,21.0,37.88,0.49,382.5,0,53.75,28.5
1057,J6,2005,wet,C5,#FA8072,^,20,0.6,8.12,89.05,26.5,37.98,0.47,352.5,0,57.5,30.0
1058,J6,2006,dry,C5,#FA8072,^,20,0.6,7.76,90.7,25.0,37.08,0.51,345.0,0,53.75,40.0
1059,J6,2006,wet,C5,#FA8072,^,20,0.6,8.42,84.1,31.0,36.98,0.58,310.0,0,82.5,40.0
1060,J6,2007,dry,C5,#FA8072,^,20,0.6,8.21,89.05,26.0,35.77,0.69,342.5,0,55.0,35.0
1061,J6,2007,wet,C5,#FA8072,^,20,0.6,8.38,93.17,26.0,37.2,0.55,330.0,0,58.75,50.0
1062,J6,2008,dry,C5,#FA8072,^,20,0.6,7.87,95.64,27.5,36.44,0.66,357.5,0,58.75,50.0
1063,J6,2008,wet,C1,#808000,s,20,0.6,8.28,95.64,21.0,56.95,6.47,252.5,0,56.25,130.0
1064,J6,2009,dry,C4,#0082c8,s,20,0.6,7.62,74.2,11.0,31.08,0.5,360.0,0,7.5,1.0
1065,J6,2009,wet,C4,#0082c8,s,20,0.6,7.77,59.36,19.5,31.47,0.7,342.5,0,7.5,1.0
1066,J7,2000,dry,C2,#008080,^,20,0.6,7.15,131.92,29.5,16.47,0.62,562.53,0,10.0,16.8
1067,J7,2001,dry,C2,#008080,^,20,0.6,7.33,131.92,34.0,12.5,0.57,592.53,0,25.0,4.0
1068,J7,2001,wet,C2,#008080,^,20,0.6,7.43,122.03,34.0,10.83,0.89,545.03,0,11.25,1.0
1069,J7,2002,dry,C1,#808000,s,20,0.6,7.03,140.17,33.0,20.0052,2.478,512.53,0,48.75,17.2
1070,J7,2002,wet,C2,#008080,^,20,0.6,7.7,102.24,32.0,10.51,1.3,475.02,0,12.5,2.0
1071,J7,2003,dry,C4,#0082c8,s,20,0.6,7.32,71.73,14.0,33.42,1.0,355.02,0,1.25,6.0
1072,J7,2003,wet,C2,#008080,^,20,0.6,7.69,98.94,31.0,10.74,1.0,460.02,0,12.5,1.0
1073,J7,2004,dry,C2,#008080,^,20,0.6,8.15,115.43,38.0,10.46,0.89,547.53,0,10.0,1.0
1074,J7,2004,wet,C2,#008080,^,20,0.6,7.45,121.2,31.0,13.58,0.88,502.53,0,20.0,7.0
1075,J7,2005,dry,C2,#008080,^,20,0.6,7.5,126.97,33.5,10.79,0.97,550.0,0,12.5,0.6
1076,J7,2005,wet,C2,#008080,^,20,0.6,7.91,126.15,30.0,10.24,0.91,540.0,0,13.75,1.0
1077,J7,2006,dry,C2,#008080,^,20,0.6,8.3,131.92,27.5,10.68,0.7,525.0,0,12.5,12.0
1078,J7,2006,wet,C2,#008080,^,20,0.6,7.45,102.24,42.0,11.45,0.82,527.5,0,18.75,10.0
1079,J7,2007,dry,C2,#008080,^,20,0.6,7.91,129.45,33.5,10.98,1.09,535.0,0,21.25,2.0
