,Well,Sampling year,Sampling season,Label,Color,Marker,Size,Alpha,pH,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4
227,J14,2006,wet,C2,#008080,^,20,0.6,7.49,126.15,26.0,12.13,1.2,520.0,0,2.5,2.0
228,J14,2007,dry,C2,#008080,^,20,0.6,7.38,140.17,22.5,11.63,1.07,560.0,0,1.25,3.0
229,J14,2007,wet,C2,#008080,^,20,0.6,7.78,55.24,25.0,10.91,1.03,310.0,0,6.25,1.0
230,J14,2008,dry,C2,#008080,^,20,0.6,7.8,139.34,22.0,11.94,1.18,560.0,0,1.25,9.0
231,J14,2008,wet,C2,#008080,^,20,0.6,7.74,121.2,22.0,11.54,1.13,520.0,0,2.5,1.0
232,J14,2009,dry,C2,#008080,^,20,0.6,7.76,90.7,24.5,24.4,1.51,460.0,0,2.5,1.0
233,J14,2009,wet,C2,#008080,^,20,0.6,8.28,136.04,21.5,12.44,1.28,537.5,0,5.0,1.0
234,J14,2010,dry,C2,#008080,^,20,0.6,7.45,140.99,22.0,9.78,1.09,560.0,0,1.25,1.0
235,J14,2010,wet,C2,#008080,^,20,0.6,8.37,137.69,22.0,11.42,1.04,517.5,0,3.78,1.0
236,J14,2011,dry,C2,#008080,^,20,0.6,7.4,141.81,23.0,11.34,1.04,565.0,0,2.5,1.0
237,J14,2011,wet,C2,#008080,^,20,0.6,7.72,121.41,23.13,12.5,1.56,526.42,0,1.4,1.0
238,J14,2012,dry,C2,#008080,^,20,0.6,7.63,133.95,34.21,15.17,1.6,601.66,0,2.8,5.0
239,J14,2012,wet,C2,#008080,^,20,0.6,7.7,125.33,22.81,13.6,1.55,555.69,0,2.8,1.0
240,J14,2013,dry,C2,#008080,^,20,0.6,7.35,137.88,23.82,11.75,1.82,601.37,0,2.93,1.0
241,J14,2013,wet,C2,#008080,^,20,0.6,7.14,139.48,23.34,11.2,2.42,586.68,0,1.27,5.84
242,J14,2014,dry,C2,#008080,^,20,0.6,7.3,137.19,26.12,13.29,1.49,599.27,0,2.78,1.0
243,J14,2014,wet,C2,#008080,^,20,0.6,7.57,137.88,24.31,12.49,1.74,570.72,0,2.78,1.0
244,J15,1992,dry,C2,#008080,^,20,0.6,7.0,107.2,25.5,9.7,2.4,490.0,0,3.8,0.0075
245,J15,1992,wet,C2,#008080,^,20,0.6,7.1,111.3,24.5,8.0,2.8,485.0,0,3.8,2.5
246,J15,1993,dry,C2,#008080,^,20,0.6,7.3,111.3,24.0,8.6,2.4,492.5,0,3.8,0.0075
247,J15,1993,wet,C2,#008080,^,20,0.6,7.6,97.3,24.0,8.0,2.0,447.5,0,3.8,7.5
248,J15,1994,dry,C2,#008080,^,20,0.6,7.1,111.3,23.0,8.0,1.9,492.5,0,5.0,2.5
249,J15,1994,wet,C2,#008080,^,20,0.6,7.3,111.3,25.5,8.2,2.2,485.0,0,7.5,2.5
250,J15,1995,dry,C2,#008080,^,20,0.6,7.3,99.8,34.0,8.9,2.17,487.5,0,6.2,5.0
251,J15,1995,wet,C2,#008080,^,20,0.6,7.3,113.0,23.5,7.2,2.2,482.7,0,6.3,2.5
252,J15,1996,dry,C2,#008080,^,20,0.6,7.3,112.13,25.0,8.9,3.0,490.02,0,3.75,5.0
253,J15,1996,wet,C2,#008080,^,20,0.6,7.1,113.78,22.0,8.3,2.5,480.02,0,3.75,1.0
254,J15,1997,dry,C2,#008080,^,20,0.6,7.06,112.96,22.5,7.55,2.01,477.52,0,3.75,1.0
255,J15,1997,wet,C2,#008080,^,20,0.6,7.48,112.96,24.0,7.14,2.05,485.02,0,2.5,1.0
256,J15,1998,dry,C2,#008080,^,20,0.6,7.34,115.43,23.5,8.7,2.7,495.02,0,2.5,1.0
257,J15,1998,wet,C2,#008080,^,20,0.6,7.34,108.01,26.0,6.47,2.14,482.52,0,2.5,1.0
258,J15,1999,dry,C2,#008080,^,20,0.6,7.02,115.43,22.5,8.0,2.3,490.02,0,2.5,1.0
259,J15,1999,wet,C2,#008080,^,20,0.6,7.33,112.96,23.0,8.0,2.0,485.02,0,3.75,1.0
260,J15,2000,dry,C2,#008080,^,20,0.6,7.53,114.61,22.5,6.88,2.0,480.02,0,5.0,2.0
261,J15,2000,wet,C2,#008080,^,20,0.6,7.59,113.78,23.0,8.0,2.15,485.02,0,5.0,1.0
262,J15,2001,dry,C2,#008080,^,20,0.6,8.09,112.96,23.0,9.23,2.0,442.52,0,2.5,1.0
263,J15,2001,wet,C2,#008080,^,20,0.6,8.11,114.61,22.5,7.86,2.2,460.02,0,6.25,1.0
264,J15,2002,dry,C2,#008080,^,20,0.6,7.32,108.01,22.5,7.638,2.135,445.02,0,8.75,0.4
265,J15,2002,wet,C2,#008080,^,20,0.6,7.71,78.33,27.5,8.24,2.39,382.52,0,5.0,0.5
266,J15,2003,dry,C2,#008080,^,20,0.6,7.44,113.78,23.0,7.39,2.14,480.02,0,7.5,0.4
267,J15,2003,wet,C2,#008080,^,20,0.6,8.2,118.73,18.0,8.35,2.09,450.02,0,6.25,1.0
268,J15,2004,dry,C2,#008080,^,20,0.6,8.18,103.89,22.5,8.48,1.9,452.52,0,5.0,1.0
269,J15,2004,wet,C2,#008080,^,20,0.6,8.22,113.78,23.5,7.77,2.1,460.02,0,3.75,1.0
270,J15,2005,dry,C2,#008080,^,20,0.6,7.51,116.25,23.0,8.84,2.85,495.0,0,3.75,3.0
271,J15,2005,wet,C2,#008080,^,20,0.6,7.6,106.36,21.5,7.61,1.97,432.5,0,6.25,0.4
272,J15,2006,dry,C2,#008080,^,20,0.6,7.64,115.43,23.0,7.28,2.01,480.0,0,3.75,1.0
273,J15,2006,wet,C2,#008080,^,20,0.6,7.45,95.64,23.0,7.65,2.18,382.5,0,20.0,1.0
274,J15,2007,dry,C2,#008080,^,20,0.6,8.08,114.61,23.0,7.38,1.93,475.0,0,3.75,1.0
275,J15,2007,wet,C2,#008080,^,20,0.6,7.68,74.2,22.0,7.39,1.81,357.5,0,5.0,1.0
276,J15,2008,dry,C2,#008080,^,20,0.6,7.63,126.15,21.5,8.03,2.17,482.5,0,2.5,2.0
277,J15,2008,wet,C2,#008080,^,20,0.6,7.47,109.66,22.5,7.49,2.03,472.5,0,5.0,1.0
278,J15,2009,dry,C2,#008080,^,20,0.6,7.86,107.19,22.5,8.86,1.55,470.0,0,6.25,1.0
279,J15,2009,wet,C2,#008080,^,20,0.6,7.73,127.8,40.0,15.59,4.15,647.5,0,6.25,1.0
280,J15,2010,dry,C2,#008080,^,20,0.6,7.73,116.25,23.0,5.26,1.7,487.5,0,2.5,1.0
281,J15,2010,wet,C2,#008080,^,20,0.6,7.74,117.08,25.0,7.86,1.82,480.0,0,10.0,1.0
282,J15,2011,dry,C2,#008080,^,20,0.6,7.55,118.73,23.5,7.46,1.77,495.0,0,2.5,1.0
283,J15,2011,wet,C1,#808000,s,20,0.6,7.95,99.62,26.43,8.29,2.5,463.0,0,1.4,1.0
284,J15,2012,dry,C2,#008080,^,20,0.6,7.65,115.93,30.41,10.6,2.5,529.46,0,2.8,5.0
285,J15,2012,wet,C2,#008080,^,20,0.6,7.76,115.15,24.71,9.65,2.64,526.13,0,5.6,1.0
286,J15,2013,wet,C2,#008080,^,20,0.6,7.5,121.84,23.82,8.3,3.68,518.83,0,3.39,0.0075
287,J15,2014,dry,C2,#008080,^,20,0.6,7.18,115.65,26.12,9.52,2.31,524.36,0,2.78,0.4
288,J15,2014,wet,C2,#008080,^,20,0.6,7.81,102.6,25.28,12.06,2.28,461.43,0,2.78,1.0
289,J16,1992,dry,C4,#0082c8,s,20,0.6,7.8,67.6,19.0,22.0,0.8,367.5,0,1.2,1.0
290,J16,1992,wet,C4,#0082c8,s,20,0.6,7.2,69.2,18.5,19.6,0.8,365.0,0,1.2,2.5
291,J16,1994,wet,C4,#0082c8,s,20,0.6,7.3,68.4,18.0,22.6,0.6,357.5,0,1.2,2.5
292,J16,1995,dry,C4,#0082c8,s,20,0.6,7.3,70.1,19.5,21.1,0.55,362.5,0,3.8,5.0
293,J16,1995,wet,C4,#0082c8,s,20,0.6,7.3,71.7,20.5,20.0,0.9,360.2,0,1.3,0.3
294,J16,1996,dry,C4,#0082c8,s,20,0.6,7.6,70.08,19.5,20.0,1.1,362.52,0,1.25,2.0
295,J16,1996,wet,C4,#0082c8,s,20,0.6,7.6,75.03,16.0,17.7,0.5,360.02,0,3.75,1.0
296,J16,1997,dry,C4,#0082c8,s,20,0.6,7.55,70.08,19.0,21.8,0.54,355.02,0,1.25,1.0
297,J16,1998,dry,C4,#0082c8,s,20,0.6,7.12,68.43,19.0,30.4,1.2,367.52,0,1.25,4.0
298,J16,1998,wet,C4,#0082c8,s,20,0.6,7.24,67.61,19.0,18.6,0.7,360.02,0,2.5,4.0
299,J16,1999,dry,C4,#0082c8,s,20,0.6,7.24,70.08,19.5,21.0,1.0,362.52,0,1.25,0.8
300,J16,1999,wet,C4,#0082c8,s,20,0.6,7.78,70.08,18.0,21.8,0.8,357.52,0,2.5,1.0
301,J16,2000,dry,C4,#0082c8,s,20,0.6,7.57,71.73,19.5,21.88,0.69,375.02,0,1.25,1.0
302,J16,2000,wet,C4,#0082c8,s,20,0.6,7.65,68.43,19.0,20.0,0.8,352.52,0,1.25,1.0
303,J16,2001,dry,C4,#0082c8,s,20,0.6,7.7,69.26,19.0,21.67,0.71,360.02,0,2.5,1.0
304,J16,2001,wet,C4,#0082c8,s,20,0.6,8.43,63.49,19.5,21.54,0.91,310.02,0,3.75,1.0
305,J16,2002,dry,C4,#0082c8,s,20,0.6,7.98,61.01,18.5,20.184,1.471,317.52,0,2.5,0.2
306,J16,2002,wet,C4,#0082c8,s,20,0.6,8.09,51.12,25.5,20.75,1.01,297.51,0,2.5,0.5
307,J16,2003,dry,C4,#0082c8,s,20,0.6,7.48,68.54,19.5,20.54,0.8,360.02,0,5.0,0.6
308,J16,2003,wet,C4,#0082c8,s,20,0.6,8.24,67.61,17.5,21.87,0.76,320.02,0,3.75,1.0
309,J16,2004,dry,C4,#0082c8,s,20,0.6,8.45,56.89,24.5,20.72,0.68,322.52,0,1.25,1.0
310,J16,2004,wet,C4,#0082c8,s,20,0.6,8.24,54.42,18.5,21.08,0.73,287.51,0,1.25,0.5
311,J16,2005,dry,C4,#0082c8,s,20,0.6,7.72,70.08,20.5,22.5,0.7,380.0,0,1.25,0.6
312,J16,2005,wet,C4,#0082c8,s,20,0.6,8.2,61.84,20.0,20.67,0.73,330.0,0,3.75,0.2
313,J16,2006,dry,C4,#0082c8,s,20,0.6,7.91,68.43,18.5,18.76,0.69,350.0,0,1.25,1.0
314,J16,2006,wet,C4,#0082c8,s,20,0.6,8.41,53.59,27.0,21.34,0.75,310.0,0,1.25,1.0
315,J16,2007,dry,C4,#0082c8,s,20,0.6,8.41,69.26,18.0,20.09,0.74,337.5,0,1.25,1.0
316,J16,2007,wet,C4,#0082c8,s,20,0.6,7.96,68.43,17.5,19.67,0.64,355.0,0,1.25,1.0
317,J16,2008,dry,C4,#0082c8,s,20,0.6,7.81,69.26,28.5,20.24,0.84,347.5,0,1.25,1.0
318,J16,2008,wet,C4,#0082c8,s,20,0.6,7.29,67.61,19.0,20.78,0.72,352.5,0,1.25,1.0
319,J16,2009,dry,C4,#0082c8,s,20,0.6,7.6,61.84,15.0,37.7,1.36,370.0,0,3.75,1.0
320,J16,2009,wet,C4,#0082c8,s,20,0.6,8.46,61.01,22.0,22.0,0.9,335.0,0,1.25,1.0
321,J16,2010,dry,C4,#0082c8,s,20,0.6,7.47,68.43,18.5,20.83,0.96,365.0,0,1.25,1.0
322,J16,2010,wet,C4,#0082c8,s,20,0.6,8.25,68.43,18.5,19.06,0.72,335.0,0,1.25,1.0
323,J16,2011,dry,C4,#0082c8,s,20,0.6,7.51,69.26,19.5,19.58,0.71,357.5,0,1.25,1.0
324,J16,2011,wet,C4,#0082c8,s,20,0.6,8.24,62.26,19.83,22.39,1.13,317.12,0,1.4,1.0
325,J16,2012,dry,C1,#808000,s,20,0.6,7.8,65.8,23.76,23.13,1.42,379.04,0,2.8,1.0
326,J16,2012,wet,C4,#0082c8,s,20,0.6,7.81,63.45,19.95,25.76,1.04,366.52,0,2.8,1.0
327,J16,2013,dry,C4,#0082c8,s,20,0.6,7.96,68.94,18.48,22.49,1.41,377.33,0,2.93,0.5
328,J16,2013,wet,C5,#FA8072,^,20,0.6,8.06,72.95,15.56,20.75,1.81,329.34,0,0.8,6.24
329,J16,2014,dry,C4,#0082c8,s,20,0.6,7.87,67.0,18.87,23.58,0.98,374.54,0,1.39,1.0
330,J16,2014,wet,C5,#FA8072,^,20,0.6,7.86,69.74,18.48,46.35,1.33,340.0,0,2.78,50.0
331,J17,1992,dry,C5,#FA8072,^,20,0.6,7.9,62.7,18.5,46.4,3.0,392.5,0,3.8,5.0
332,J17,1993,dry,C4,#0082c8,s,20,0.6,7.4,59.4,17.0,40.0,2.0,375.0,0,5.0,5.0
333,J17,1994,dry,C4,#0082c8,s,20,0.6,7.3,59.4,17.5,38.4,2.0,365.0,0,3.8,2.5
334,J17,1994,wet,C4,#0082c8,s,20,0.6,7.7,42.0,19.0,43.0,1.9,320.0,0,8.8,2.5
335,J17,1995,dry,C4,#0082c8,s,20,0.6,7.4,57.7,17.5,37.8,2.17,362.5,0,2.5,2.5
336,J17,1995,wet,C4,#0082c8,s,20,0.6,7.5,60.2,18.0,36.9,1.9,360.2,0,6.3,0.3
337,J17,1996,dry,C4,#0082c8,s,20,0.6,8.0,51.94,16.5,36.0,2.4,310.02,0,5.0,1.0
338,J17,1996,wet,C4,#0082c8,s,20,0.6,8.6,60.19,15.5,35.8,1.8,340.02,0,6.25,1.0
339,J17,1997,dry,C4,#0082c8,s,20,0.6,7.42,59.36,17.5,38.0,1.69,357.52,0,2.5,1.0
340,J17,1997,wet,C4,#0082c8,s,20,0.6,7.7,59.36,16.0,36.5,1.7,355.02,0,3.75,1.0
341,J17,1998,dry,C4,#0082c8,s,20,0.6,7.09,60.19,17.0,37.5,2.2,367.52,0,3.75,1.0
342,J17,1998,wet,C4,#0082c8,s,20,0.6,7.71,58.54,16.0,34.0,1.9,350.02,0,7.5,3.6
343,J17,1999,dry,C4,#0082c8,s,20,0.6,7.38,58.54,18.0,36.8,2.2,365.02,0,2.5,0.6
344,J17,1999,wet,C4,#0082c8,s,20,0.6,7.74,59.36,16.0,42.8,2.2,362.52,0,3.75,1.0
345,J17,2000,dry,C4,#0082c8,s,20,0.6,7.69,58.54,15.5,37.5,1.78,350.02,0,3.75,1.0
346,J17,2000,wet,C4,#0082c8,s,20,0.6,7.6,60.19,17.0,35.56,1.8,365.02,0,3.75,1.0
347,J17,2001,dry,C4,#0082c8,s,20,0.6,7.87,56.89,15.5,40.83,1.5,360.02,0,5.0,1.0
348,J17,2001,wet,C4,#0082c8,s,20,0.6,8.41,34.63,17.0,38.46,2.09,270.005,0,5.0,1.0
349,J17,2002,dry,C4,#0082c8,s,20,0.6,7.49,59.36,16.5,37.933,3.523,357.52,0,6.25,0.4
350,J17,2002,wet,C4,#0082c8,s,20,0.6,8.03,40.4,16.5,37.74,2.31,270.005,0,7.5,0.5
351,J17,2003,dry,C4,#0082c8,s,20,0.6,7.71,59.36,16.0,37.8,1.75,357.52,0,7.5,0.4
352,J17,2003,wet,C4,#0082c8,s,20,0.6,7.92,52.77,16.5,39.8,1.81,332.52,0,11.25,1.0
353,J17,2004,dry,C4,#0082c8,s,20,0.6,8.41,56.07,23.0,38.16,1.57,340.02,0,2.5,1.0
354,J17,2004,wet,C4,#0082c8,s,20,0.6,8.28,32.16,15.0,38.08,1.67,252.51,0,3.75,0.5
355,J17,2005,dry,C4,#0082c8,s,20,0.6,7.7,59.36,17.0,37.24,1.66,360.0,0,3.75,0.6
356,J17,2005,wet,C4,#0082c8,s,20,0.6,8.18,55.24,16.0,37.61,1.64,340.0,0,6.25,0.2
357,J17,2006,dry,C4,#0082c8,s,20,0.6,8.32,58.54,18.0,33.88,1.53,345.0,0,3.75,1.0
358,J17,2006,wet,C4,#0082c8,s,20,0.6,8.19,47.0,21.5,35.16,1.76,335.0,0,6.25,1.0
359,J17,2007,dry,C4,#0082c8,s,20,0.6,8.35,59.36,19.0,37.25,1.6,345.0,0,3.75,1.0
360,J17,2007,wet,C4,#0082c8,s,20,0.6,8.38,51.12,15.0,38.19,1.46,310.0,0,1.25,1.0
361,J17,2008,dry,C4,#0082c8,s,20,0.6,7.82,58.54,16.5,36.94,1.71,347.5,0,2.5,1.0
362,J17,2008,wet,C4,#0082c8,s,20,0.6,8.26,56.89,16.5,38.14,1.67,332.5,0,6.25,1.0
363,J17,2009,dry,C7,#e6194b,D,20,0.6,7.02,123.68,52.5,12.74,4.11,765.0,0,6.25,1.0
364,J17,2009,wet,C4,#0082c8,s,20,0.6,8.45,48.65,19.0,38.98,1.9,325.0,0,6.25,1.0
365,J17,2010,dry,C4,#0082c8,s,20,0.6,7.79,57.71,17.0,37.01,1.74,360.0,0,3.75,1.0
366,J17,2010,wet,C4,#0082c8,s,20,0.6,8.19,53.39,17.5,34.08,1.52,325.0,0,3.75,1.0
367,J17,2011,dry,C4,#0082c8,s,20,0.6,7.68,52.77,21.0,48.15,0.74,400.0,0,1.25,1.0
368,J17,2011,wet,C4,#0082c8,s,20,0.6,7.76,54.48,16.99,36.89,2.15,355.18,0,5.59,1.0
369,J17,2012,dry,C4,#0082c8,s,20,0.6,7.76,56.4,24.71,38.51,2.73,397.09,0,2.8,1.0
370,J17,2012,wet,C4,#0082c8,s,20,0.6,7.93,54.05,15.2,39.0,2.19,348.79,0,5.6,1.0
371,J17,2013,dry,C4,#0082c8,s,20,0.6,8.05,59.32,17.5,38.32,2.67,389.12,0,2.93,1.0
372,J17,2013,wet,C5,#FA8072,^,20,0.6,8.07,59.32,19.45,47.28,1.96,364.63,0,0.94,8.96
373,J17,2014,dry,C4,#0082c8,s,20,0.6,7.5,57.42,17.9,38.89,1.86,374.54,0,5.56,1.0
374,J17,2014,wet,C4,#0082c8,s,20,0.6,7.93,46.49,17.99,37.98,2.32,315.72,0,5.56,1.0
375,J18,1993,dry,C2,#008080,^,20,0.6,6.9,162.4,49.0,18.4,5.4,882.5,0,0.01,2.5
376,J18,1993,wet,C7,#e6194b,D,20,0.6,7.3,122.0,46.0,16.4,4.3,687.5,0,1.2,2.5
377,J18,1994,wet,C7,#e6194b,D,20,0.6,7.1,160.8,52.5,17.9,5.7,925.0,0,2.5,2.5
378,J18,1998,wet,C7,#e6194b,D,20,0.6,7.24,115.43,48.5,12.3,4.3,732.54,0,1.25,1.0
379,J18,1999,dry,C7,#e6194b,D,20,0.6,7.24,115.43,48.5,12.3,4.3,732.54,0,1.25,1.0
380,J18,1999,wet,C7,#e6194b,D,20,0.6,7.34,122.85,45.0,14.9,4.5,760.04,0,2.5,1.0
381,J18,2000,dry,C7,#e6194b,D,20,0.6,6.94,140.99,52.0,17.35,4.72,880.04,0,5.0,1.0
382,J18,2000,wet,C7,#e6194b,D,20,0.6,7.17,122.85,44.5,13.33,4.0,707.54,0,1.25,1.0
383,J18,2001,dry,C7,#e6194b,D,20,0.6,8.01,119.55,43.0,14.17,3.93,650.03,0,5.0,1.0
384,J18,2001,wet,C7,#e6194b,D,20,0.6,7.5,117.9,46.0,13.85,4.91,652.53,0,1.25,1.0
385,J18,2002,dry,C7,#e6194b,D,20,0.6,7.26,148.41,44.0,14.935,5.899,740.04,0,6.25,0.4
386,J18,2002,wet,C2,#008080,^,20,0.6,8.05,98.94,46.0,12.43,3.52,495.02,0,1.25,0.5
387,J18,2003,dry,C2,#008080,^,20,0.6,7.55,120.38,42.0,11.89,3.56,670.03,0,5.0,0.2
388,J18,2003,wet,C7,#e6194b,D,20,0.6,7.9,113.78,42.5,13.13,3.68,652.53,0,3.75,1.0
389,J18,2004,dry,C7,#e6194b,D,20,0.6,8.23,112.96,43.0,11.96,2.63,622.53,0,2.5,1.0
390,J18,2004,wet,C7,#e6194b,D,20,0.6,8.22,85.75,40.0,11.77,3.23,535.03,0,1.25,0.5
391,J18,2005,dry,C7,#e6194b,D,20,0.6,7.45,122.03,40.5,11.84,3.0,662.5,0,1.25,0.6
392,J18,2005,wet,C7,#e6194b,D,20,0.6,8.12,112.96,41.0,10.95,2.97,620.0,0,3.75,0.2
393,J18,2006,dry,C7,#e6194b,D,20,0.6,8.41,119.55,40.5,10.21,2.97,620.0,0,7.5,1.0
394,J18,2006,wet,C7,#e6194b,D,20,0.6,8.28,84.92,57.0,10.33,2.8,585.0,0,6.25,1.0
395,J18,2007,dry,C1,#808000,s,20,0.6,7.83,118.83,42.0,15.54,2.88,575.0,0,25.0,1.0
396,J18,2007,wet,C7,#e6194b,D,20,0.6,7.83,118.73,39.5,14.14,4.18,642.5,0,3.75,2.0
397,J18,2008,dry,C7,#e6194b,D,20,0.6,7.16,132.74,40.0,15.93,3.98,682.5,0,2.5,1.0
